Date,Rating,Review,User name,UserLocation,AVG Rating
3/21/2016,4.0 star rating,"Awesome view!! If you're not there by 5 PM or so, plan on a lengthy wait though! (The downstairs, more casual, beachside grill doesn't take reservations)

THE HULA PIE! OMG!!! Our table of 8 split 2 pieces, and even that was a struggle because the pieces are HUGE! Delicious, but gigantic!!",Jenessa B.,"Minneapolis, MN",4.0 star rating
8/16/2016,3.0 star rating,"Food and Hula Pie are excellent. However, the martini I ordered was only half full. While inquiring with the server, he said it's a two ounce pour and they are all like that.  I say for $12.00 you should get a full martini glass every time!",Teri B.,"Henderson, NV",4.0 star rating
1/19/2016,4.0 star rating,"The fish tacos were tasty. The chunks of fish were filling. The cabbage added a nice crunch. No fishy smell. 

We also ordered fish and chips. I give 4 stars because the chips were a tad salty but adding ketchup cured the flavor. 

Lava flows were nice with the perfect weather in a good environment. 

The wait was 35 minutes and worth. The restaurant was full but we didn't feel it was overcrowded to enjoy our company. We will come back and highly recommend.",Michelle P.,"Fairfield, CA",4.0 star rating
9/11/2016,5.0 star rating,"Ate in the formal dining area after a romantic and very sweet sunset walk on kaanapali beach. We waited for the 2nd floor ocean view. The service matched the enchanting background as the moon lit up the ocean. The food was an absolute delight. Fresh ahi tuna, poke, brilliantly superseded the hula pie. An absolute must if you are staying in ka anapali.",Harry K.,"Portland, ME",4.0 star rating
3/13/2017,4.0 star rating,"Wife had fish tacos and I had fish and chips.  Food was good, the wait was about 50 minutes (too long when starving!).  Service was spotty, took two requests to get salt.  The other weird thing (ate at the grill outside btw) was it was so dark that people were using their smart phone flashlights to read the menu!",Eric H.,"Toledo, OH",4.0 star rating
12/13/2014,3.0 star rating,"Nice location and our waiter was very attentive. We ate at the upper dining area outside. The food and drinks were alright. I ordered the pan seared mahi mahi with risotto and kimchi veggies. The fish itself was tasty and I liked the addition of edamame in the risotto, but the sauce itself was a little overpowering. Perhaps less sauce would have made the dish more delicious. My fruity mango and strawberry drink was okay, I think the strawberry portion had a strange aftertaste though. The best part was the hula pie. If you have a big dessert stomach like myself you'll still want to split this tasty frozen dessert with at least one other person.",Liz S.,"Seattle, WA",4.0 star rating
6/26/2016,5.0 star rating,"Excellent meal for all four of us.  Prime rib for our grandson, huge cut, tender and delicious. Fish presentations very nice and full of flavors. Excellent service. Make sure you make a reservation. Very, very busy.",Susan M.,"Sonoma, CA",4.0 star rating
9/9/2016,5.0 star rating,Short rib was amazing!  I could eat here every day while on Maui. Don't leave without having a Hula Pie!  I also recommend the classic Mai Tai,Dave P.,"Belmont, CA",4.0 star rating
3/12/2017,5.0 star rating,"Our lunch here was terrific, and probably our favorite meal of our trip to Maui. Drinks were delicious and strong. Fish tacos and sandwich were fresh and cooked perfectly. Service was excellent. The ocean view was the icing on the cake. Definitely recommend stopping in here.",Michelle L.,"Houston, TX",4.0 star rating
10/8/2015,5.0 star rating,"We went to the Beachside Grill at Leilanis for a fun celebration dinner.  We are Kama'aina and my daughter attends Lahaina Intermediate.  And for doing community service, she earned a card that allows us a nice discount off our dinner.  We dine here on a semi regular basis and it is definitely a family favorite.  

We were seated pretty quickly for how busy the night was.  Kendal was our server and she was friendly and sweet.  We started with 2 appetizers, the Calamari and the Fried Shrimp.  They changed the coating on the Calamari and I have to say we like the old version better.  However, the plates were attacked and cleaned before I could ever take a photo.  

Kepa was our food runner for the evening, (I have known him since he was 5 ) and we got our food, all correctly and nice and hot.  Daughters had the Kalbi Grilled Chicken Plate and the Grilled Prime Flat Iron Steak.  Delicious!  And I am a feature of habit and love the Kalua Pork Cuban.  I took half home for my lunch the next day.  

Overall, it was a really great evening.  Great service, fun atmosphere.  I have to say I loved the people sitting next to us, they were full of compliments and kind words to the staff there.  I like people like that!  Definitely a great place to dine weather you are local or a visitor.",Kay R.,"Lahaina, HI",4.0 star rating
1/7/2017,5.0 star rating,"Excellent experience from start to finish! Hostess was fantastic, restaurant is beautiful.  Ben, our server, was very personable, knowledgeable and all around awesome! Great first night in maui!",Jonathan L.,"Long Beach, CA",4.0 star rating
8/2/2016,3.0 star rating,For the price this place is very mediocre. I had the parmesan crusted Opah and it was rather dry and bland. Opah is a delicious fish so I don't really know how they did this haha all in all this place felt like I was eating at a chain restaraunt. DEFINITELY not worth the price,Toast K.,"East Sacramento, Sacramento, CA",4.0 star rating
5/18/2016,5.0 star rating,"Premium location, good food, and great service. If you are on Kaanapali beach and looking for some up class dinner this is a good choice. Right across the beach you get enjoy cool sea breeze and sunset paired with good food. We were offered couple of different choices including Chef's dinner menu. We opted for it which comprise 3 course dinner menu for $26. That was perfect value for good food and view. Our waitress Mea was friendly and explained the choices. Appetizers were great, entrees (local catch preparation was good), my fillet with prawns was bit dry (I guess I made a rookie mistake of ordering it medium well). Desserts were good (we tried both the options available on menu. Sorbet contained three flavors Sweet dragon fruit, Tangy Lilikoi, and White pineapple which balanced all flavors well. If you come here around 5:30, you will be able to have wonderful dining experience with beautiful Maui Sunset. We will surely visit it again.",Manodeep S.,"Livermore, CA",4.0 star rating
5/18/2016,5.0 star rating,Best fresh fish tacos on the island. Good poke and pork Cuban sandwich and fresh fish n chips. Don't forget to have a hula pie. I eat here a lot!  Extremely friendly and funny staff.,Danielle M.,"Lahaina, HI",4.0 star rating
5/9/2016,5.0 star rating,"Went here for a late lunch/early dinner which was perfect as Happy hour is from 3 - 5. We opted for drinks, 2 appetizers and then split an entree. House cooked Potato chips were tasty & crunchy full of flavor. Kalua pork fries we sooo good. The hamburger was the best, juicy NOT overcooked. Drinks were good, live music....best place in this hotel area - by far.",Karen H.,"Sisters, OR",4.0 star rating
10/22/2015,5.0 star rating,"Drinks aren't strong but they are perfect. The food isn't huge (as in serving size) but the taste and delivery is perfect. Our blondie/blue eyed server looked too young to bring our drinks, but she brought me spicy dip for my food. Everything was perfect. Thank you from Oregon!!!",Lori S.,"Eugene, OR",4.0 star rating
3/26/2015,5.0 star rating,"Good food and good service.  Like the fact they respect the fishing seasons. Enjoyed parmesan crusted mahi mahi.   

We were able to get a table with a minimal wait.  Restaurant is casual/resort wear.  Don't think they are too picky since they are at the beach.",DJ C.,"San Jose, CA",4.0 star rating
12/5/2016,3.0 star rating,"The service is great here, but I think the food is a bit overrated.",Jennifer P.,"Phoenix, AZ",4.0 star rating
12/5/2015,5.0 star rating,We were here for happy hour and the sunset. The kulua pork fries with cheese and gravy was so good! We also enjoyed the  kula veggies with Mac nut hummus. Will be back for sure.,J W.,"Seattle, WA",4.0 star rating
6/25/2016,2.0 star rating,"Great views, but windy and crowded at the Seaside Grill. Overrated and expensive fish tacos, which are supposed to be""The Best of Maui."" The tortillas were nothing special, the fish were decent sized pieces but overall smallish and average tacos for the price. Glad hubby and I split the order of 2 fish tacos for $19, although i could have had another, I would have been very sad to spend $40 on 4 fish tacos. Tourist trap, although entertaining to watch beach goers come and go from the beach a few steps away...but this restaurant is not ON the beach as I had hoped... It is in a high end shopping center. Disappointed.",Amy S.,"Gilbert, AZ",4.0 star rating
8/16/2015,1.0 star rating,"Horrible service at the bar. 2 small pieces of fish for $20 and a $3 up charge on fish and chips and got 5 small onion rings. At the end we asked the bartender to validate our Parking when we paid  and he hands back parking ticket after running credit card, it doesn't look validated and the hostess confirms it isn't but that they only validate if everything was perfect....I say it wasn't and she could have cared less, obviously I insisted she validate it and then she throws a pink sticker on the parking check.

Nobody here cares about service or how they treat customers. Never going back. Taking advantage of your guests is the one thing people won't forget.",Justin C.,"Allen, TX",4.0 star rating
7/19/2016,5.0 star rating,"This place is a maui gem!! Been coming to maui for 25 years and never had such amazing service. I had the filet and Tristan lobster which was cooked to perfection. We sat at the bar both times and were lucky to have been served by Hedy! She is a great bartender, even though she was super busy she always had a smile and went above and beyond  to make our experience a great one.",Warren S.,"Long Beach, CA",4.0 star rating
3/17/2015,4.0 star rating,"Been looking for a fair priced meal on the tourist strip.. Was disappointed until visiting this place.

Service was excellent given the crowds, had to wait for table. Kids meals, drinks and food were good enough, no nouvelle cuisine but good enough.

Mai tai was the best and good variety of beers including local black rock ale. 

Perhaps the best aspect was the manager, we had an enthusiastic server clear away our kids meals before they had finished.. Manager apologized and addressed the issue right away with us.

Well done manager, hence the four stars.",Randy J.,"North Vancouver, Canada",4.0 star rating
9/8/2014,3.0 star rating,"Leilani's is in a great location, and has a lovely dining room, but I am so glad that I found out they have two menus.  We ate here twice during our trip, and with a small menu, once was enough.  OK, it is vacation, but the entree prices just seemed, high.  The first time here, my wife and I each had an appetizer and a salad, along with a couple of cocktails, and it was enough food (we eat light) and the view was lovely, so it was a nice night.

When she wanted to go back, I was less enthused, since I didn't recall anything on the menu I wanted to try a second night.  Thankfully, I saw a waiter carrying a plate of fish and chips that were not on the menu.  I asked our waiter, and he brought up a menu from the downstairs, more casual, restaurant.  Frankly, I thought that this menu was more interesting, and the salad and fish tacos I ordered off this menu were both really good.  My daughter had them customize a salad for her, which they did without any fuss, and the three of us had a nice meal, overlooking the water.

They do get busy, so if you have a bid table and are there for prime time, take pity on your waiter if you do order off the other menu, as there are separate kitchens and things may not come out all together.",Matt H.,"Orange, CA",4.0 star rating
5/30/2016,4.0 star rating,3.4 stars rounded up to 4.  Burger huge and good. Korean Chicken was huge and good too. Cuban was so so and portion needs to be bigger. Service above average. Only 30 min wait.,Peter G.,"Modesto, CA",4.0 star rating
10/20/2014,4.0 star rating,"VERY good food, the SLOWEST SERVICE known to man!  

Ate here recently with my husband.  We both really liked the food but the service was super slow.  We both started with caesar salads, they were okay.  A bit too much dressing, not enough parm, and the salad was oddly kinda warm.  Would not get that again.  Both also had filet mignon, ordered medium and my husband added a lobster tail to his.  My filet was perfect, my husbands actually came out rare.  He choked it down but would have much preferred it cooked correctly.  Lobster good.  Did not have time for dessert, needed to get back to babysitter.  It took over 1.5 hours just to be served the salads and our dinners.  The delay was not on our part, we had looked at the menu online and were eager to order as soon as we were sat.  The waiter was nice but the service is just too slow.  Would have had dessert if the waiter was more diligent about getting orders in a timely manner.",Sarah S.,"Clarence Center, NY",4.0 star rating
8/10/2016,5.0 star rating,We ate in the dinning hall tonight and had the Ahi Tuna special.  It might be the best fish plate I've ever eaten.  Absolutely amazing!!  We have tried several top restaurants on Maui this week and Leilani's is the best so far (and about 25% less $).  The Hula pie is also great.,Nate H.,"Lahaina, HI",4.0 star rating
10/12/2013,4.0 star rating,"We came during lunch hour and were seated in the patio section with a great view of the ocean. The lunch menu is reasonable. We had mixed green salad, teriyaki ribs, fish taco and lava flow drink. Our bill was less than $40 which is reasonable for this area. The food is delicious and fresh. The service is friendly and fast! 
Definitely coming back!",Kelly L.,"Los Angeles, CA",4.0 star rating
3/20/2016,4.0 star rating,Leilani's is probably one of the best restaurants right in Whalers Village. They have booth fine dining and a casual dining. I usually order the flat iron steak or the chicken teriyaki. Love the white rice and the macaroni salad.  It is always busy so make sure to put your name in advance for the casual dining and the fine dining make reservations.,Paul D.,"San Jose, CA",4.0 star rating
5/24/2016,3.0 star rating,"Kind of what you can expect from a resort restaurant. Fine, over priced, and leaving you wanting for something more. The fish tacos were dry, but the aioli was tasty. The staff was super friendly.",Rebekah M.,"Philadelphia, PA",4.0 star rating
6/13/2016,5.0 star rating,"The food and service here was great. We ordered the Maui onion sirloin steak with a side of shrimp and A'u special.  We also had the tropical sorbet for dessert. We were served large portions and the food was tasty.  Our server Tiffany was very friendly and attentive. We also liked the location, still by the beach but away from busy Front Street.",Michael J.,"Los Angeles, CA",4.0 star rating
9/15/2015,5.0 star rating,"It's our first time to Maui and we were told a lot of good things about Leilani's on the beach by our concierge at the Sheraton black rock hotel. 
We figure we give it a try. We arrived there was a line at the front desk , Leilani's has different menus for dining areas, the two girls up front kindly explained and helped accommodate us with the dining room menu she said about 30mins for a table. We got to wander around, got to see a few shops and found a bench in their lobby to sit and waited til they could accommodate us. 

Our server was one of the best we've had so far on our trip Adam. He was a very kind young man, very knowledgable at his job. The food was great , pricey food but good portions. 
Best staff service we had along with our dining experience while on Maui. 

The only thing that bothered us was while sitting waiting for a table the unnecessary comments of a couple made to the hostesses about other people being sat in front of them , the hostess kindly said she had reservations upon arrival that were being seated, 5-10mins later they approached the hostess again rudely saying when they were gonna get sat , and made rude comments in front of everyone.
I don't know how I would be able to keep my composure in situations like that , but your hostess staff was great and seemed very professional in their positions.  

Leilanis on the beach, thank you for being one of the best serviced restaurants here on our trip. We will be back and will recommend your restaurant to fellow family and friends



-John & Becky Kohn",Becky K.,"Los Angeles, CA",4.0 star rating
6/7/2016,5.0 star rating,I loved this place. We went back twice I like it that much. I am a vegetarian so it's hard to come by dishes on the island. Had the tacos both times and loved them. So yummy.  Good atmosphere right on the beach.  Crowded so plan on a wait. Prices are comparable to other places for dinner.,Kate R.,"Santa Clara, CA",4.0 star rating
1/30/2017,1.0 star rating,This used to be our favorite restaurant on Maui. Dinner tonight was unexpectedly average and the service was less than average. Our high expectations for a fine dining experience were disappointing. Fresh fish was not well prepared and presentation did not match the menu description. Dinner was overpriced for what we got. We will be going to Duke's Beach House or Kimos instead of Leilani's for fresh fish dinners.,Karen S.,"Salt Lake City, UT",4.0 star rating
7/27/2016,2.0 star rating,"Nowhere near worth the wait. ""Famous"" fish tacos were bland, especially being from Hawaii. I've found much better in the Midwest, specifically Saint Louis. Nacho appetizer took longer than a well done steak to come out, and drinks were expensive. If you're looking for convenience, go for it, but you'll have better luck if you just pass by and move along.",Tory A.,"Saint Louis, MO",4.0 star rating
4/15/2016,4.0 star rating,Fish Tacos and Poke Bowls!!! Both were great. Not  great happy hour deals or time Windows. It's beachfront but not the best view on restaurant row. Worth a visit but there are better.,Daniel C.,"Rogers, AR",4.0 star rating
9/12/2014,4.0 star rating,"This is a pretty good place, a little expensive for what you get but what in Maui isn't. But if your staying in Maui at Kannapali Beach and you don't want to drive over to Lahina then this is a good place that will not break your bank.  I got some fish tacos that were very tasty fish and good quality.  If you can catch any of their specials or happy hour you will save some bucks, but if your in Maui saving bucks really isn't the only thing right?

If your at the Marriott, Sheraton, Westin or Hyatt you gotta go here at least once for a nice meal right off the beach.",Jeff L.,"El Granada, CA",4.0 star rating
7/23/2016,5.0 star rating,"Had the grilled scallops with kale and carrot puree - fantastic!  Way better than it sounds :).  Atmosphere is fun and comfortable, great views of the beach.  Ask for a table by the rail.",Andrew B.,"Thornton, CO",4.0 star rating
9/4/2014,4.0 star rating,"Went here twice, went to the proper restaurant inside once for a family dinner then again for lunch out on the patio area.

NOTE: The menus are different depending on where you sit, inside vs. outside.

Inside: got chicken, since it was mostly fish, chicken and steak options. Chicken was tender and came with veggies and noki. Decent but since it was bone in chicken, not a ton of meat on it to cut through. Hula Pie was good but mostly just a brick-of-vanilla with some chocolate on it.

Outside: Got Kahlua pork nachos, very good, and filling for a lunch meal to share. Got the Smores dessert and was pretty good, marshmallow melted onto chocolate ice cream and brownie.",Colin B.,"Seattle, WA",4.0 star rating
7/20/2016,4.0 star rating,Fish tacos were on point. Kale salad was really nice. Cocktails were great particularly on happy hour! Live band however is more suited for older Americans so if you're after a true Hawaiian experience (i.e Hawaiian reggae) then I wouldn't eat here around 3pm on a Saturday.,Isi K.,"Melbourne, Australia",4.0 star rating
6/21/2016,4.0 star rating,"Coconut shrimp was amazing. View on the patio is spectacular. Sourdough bread and butter is delicious. Fish and Chips were not that good, however fish tacos were fantastic. Service a little slow.",Keith D.,"Glendale, AZ",4.0 star rating
1/14/2017,4.0 star rating,"Went back for a beer, and bar food in the beach side bar.   This might be the better choice for Leilani's.  AND they might be right about those fish taco's.   Those might be the best fish taco's on the Island.  Really delicious.  The right amount of spicy.   I added the salsa to the fish taco, and they brought Chulula sauce with them.  One of my favorites, a little bit of that vinegary goodness on the fish taco - Heaven!",Ben R.,"Mukilteo, WA",4.0 star rating
7/22/2014,5.0 star rating,"The Fish Taco are absolutely amazing! 
I also had the BIG BRUDDAH BURGER. 
If you are starving & want to top the meal off, definitely grab a Hula Pie!",Johnny V.,"St Charles, Saint Louis, MO",4.0 star rating
7/6/2014,4.0 star rating,"Gorgeous view. States 1.15 min but took 35 min faster. Has sriracha guava chicken wings on menu. Ordered fish tacos and bangkok beef and bucknoodle to share with another friend. 

Came back a second time for the kalua pork with split dish with good portion . Had 2 hula pies amongst 6 shared. Yum! 

Warning service is slow...hawaiian style",Susan L.,"San Jose, CA",4.0 star rating
1/27/2013,5.0 star rating,"We went here for lunch today and it was fantastic! We started off with some lava flows to drink - yum yum yum!! For an appetizer we split the nachos. They were amazing.  I am a Texan, I know nachos well, these were quality good nachos.  For my entree I had the fish and chips, they were nothing too exciting but good.  My husband had the grilled cheese and he loved it.

You can't beat the view.  It's right outside of whalers village right on the water.  Beautiful place.  Service was great too.  Highly recommend!",Jennifer N.,"Seattle, WA",4.0 star rating
8/27/2015,4.0 star rating,"Had a great meal here with super friendly service and good food. We made reservations and were promptly seated at a table on the top floor, overlooking the view of the beach. Between my husband and I, we ordered the roast chicken, pork shank, split a green salad and had some cocktails. 

Thumbs up:
- I was a fan of the green salad, with the local greens, soft goat cheese and sweet cherry tomatoes.
- The anuinui(sp?) cocktail was delicious and addicting. Almost got a brain freeze from drinking it too fast.
- Portions were sizeable, especially the pork shank. 
- I really enjoyed the sides on the pork, which included gnocchi, brussel sprouts and corn. 
- Service was fast, friendly and attentive, despite it being at the peak dinner hour. 

Thumbs down:
- Roast chicken was good, but forgettable.",Giang H.,"Bellevue, WA",4.0 star rating
7/10/2016,4.0 star rating,"Excellent meal. My husband was the winner with the seafood pasta, which was fantastic. My scallops were delish but the accompaniments were salty. The hula pie is as good as everyone says...my son and I loved it!",Jean D.,"Collegeville, PA",4.0 star rating
6/19/2013,5.0 star rating,"I'm closing my eyes and imagining myself back in Lahaina, Maui enjoying the freshest, most delicious food while looking out at the deep blue sea that I can't even think of a word good enough to use to describe it's beauty....

Okay, I lied, I wasn't really doing all that...But I seriously recommend Leilani's.  We had lunch here right before we left to the airport to depart the most beautiful place in the world..the island of Maui.  The service was top notch, and the food was even better.  Everything was so fresh and delicious.  I had a fruit and chicken salad and my husband had an avocado cheeseburger.  I know, I know..you're probably wondering why I'm making such a big deal about those simple entrees, but I don't know if it was the amazing view or the fact that it was my birthday or what..but that was the best salad I've ever had.

Go here.  Run here.  You won't regret it.",Malia R.,"Dallas, TX",4.0 star rating
6/7/2015,1.0 star rating,"Food is ok!

Came here for my girls birthday and told them it was her birthday and they didn't sing for her.... FAIL!!

Should have went somewhere else.

She had the crab legs and they were so bland. She pretty much wasted it. She ate one and left the rest. We have no microwave at the Hyatt so she didn't see a reason to bring it back.

The scallops were good. One star for that.

Oh and one thing we (4 of us girls) thought was weird was 2 of us had cards to pay with and 2 paid with cash.... The waiter took the whole check with the cards and cash and we told him exactly how much to charge on each card and then he ended up charging one card twice with both totals we told him and then left the cash? Wouldn't you have taken the cash out then charged each card? I don't know we just thought it was weird. Must be a Maui thing? Or we just watch too much ""mystery diners"" and watch the waiters and waitresses pocket the cash. Just odd to us. He correct the card mess up as well.

Terrible birthday dinner for her.",Cel Y.,"Berkeley, CA",4.0 star rating
9/3/2014,4.0 star rating,"4 stars for Taco Tuesday, 3 stars for the regular lunch menu

We came here twice on our vacation  - once for Taco Tuesday and another day for lunch. I recommend coming here ONLY for Taco Tuesday, hence the 4 star rating. Regular priced lunch is too expensive for the quality of the food and would otherwise receive a 3 star. 

***Taco Tuesday: 3-5 pm. 
-All regular Margaritas and Pacifcos for $5
-One of their famous fish tacos for $5. 

We ordered about 2 margaritas and tacos each. We shared the Chips and Guac from the TT menu, however the size was small and I would not get them again. 
The fish in these tacos is so fresh. Leilani's  has every right to brag about these tacos because they are well worth it. 


------------------------------------------------------------------------------------------------------------------
Lunch (Beachside Grill) 

Appetizer:
-Beachside Nachos with Chicken: the best thing we ate. Definitely a shareable appetizer as it is a large portion. 

Entrees: 
-Roasted Turkey Flatbread: Tasted pretty good, enjoyed the pineapple jimica salad. 
-Grilled Fresh Fish Sandwich: Way to pricey for the bland taste. Do not recommend
-Chef's Fresh Hawaiian Fish Catch
-Fish & Chips: My dad sent this back after one bite - he did not like them at all and he has had fish & chips everywhere. He ordered the fish tacos instead, 

Dessert: 
Hula Pie: This was free, courtesy of the Marriott Ocean Club. The pie is ginormous! And pretty yummy.",Serena S.,"Manhattan, NY",4.0 star rating
4/10/2015,5.0 star rating,"This restaurant is conveniently located at Whalers Village which is walking distance from our hotel/condo - Kaanapali Ali'i. We ate at downstairs instead of the restaurant upstairs as they have two separate facilities. Upstairs is more formal while downstairs is more casual and is outdoors. When we got there around 6:40pm, we were told it was an hour and 15 mins wait but actually was 40 mins. 

I ordered the fish tacos since everyone said it was good. I agreed. I like the fish grilled rather than breaded fried. My daughter had the Kahula burger which was huge. My wife had the grilled chicken, my son a cheeseburger, my mother-in-law had the Cuban sandwich and my mother-in-law's fiancée also had the Kahula burger. Everyone said the food was great. 

Our server was great. We also had the Hulu pie which was very good. It is big enough for about 2-3 persons. 

We got them free as we had drinks another day and keeping the receipt entitles you to free pie with two paid entrees. 

Great service, great food. It was windy that day so eating outside was not great but that's the weather. 

They also have Happy hour I believe 3-5pm.",Mike A.,"Brick, NJ",4.0 star rating
7/18/2015,3.0 star rating,"NO LONGER SERVES LIGHT BEER!!!
Let me start by saying if they still served a light beer I would rate this restaurant five stars. They've got great food and great service but I'm a beer drinker, a light beer drinker. I live here on Maui and I enjoy going to Leilani's to listen to my friends play music. I often bring friends and family who visit from the mainland for lunch or dinner. However they have stopped serving any and all light beer and they took away all bottled beers as well. I won't be back until they bring back light beer. Don't insult us by taking them all away, at least give us one. Bud, Miller, Coors...",Sandy L.,"Lahaina, HI",4.0 star rating
5/30/2015,5.0 star rating,"I would like to officially congratulate Leilani's On The Beach for bringing back their fantastic ""rack of lamb"".  It has been absent from their menu for a few years and decided to bring it back this year.

Going to Maui you would not imagine eating anything but seafood, big mistake!  You have to try, just once, this great dish.  Three one inch thick medallions of mouth watering lamb with a delicious sauce.

We did praise the manager in person but wanted the YELP surfers to know about this.",Charles A.,"San Jose, CA",4.0 star rating
11/28/2016,3.0 star rating,"We were looking for a place to have drinks and apps while watching the sunset. We were seated quickly, and got a table with a great view. My husband had wine, and I had a mixed drink w/vodka, lemonade, & a splash of cranberry juice. It was tasty, although it seemed to have a passing acquaintance with the vodka. I'm a lightweight, but it would have taken at least three drinks for me to get even slightly buzzed. The pork spring rolls were delicious, as were the siracha-guava chicken wings. The lackluster service is what earned Leilani's three stars. Our waiter had no enthusiasm whatsoever,  and was so low-keyed he was basically absent. We asked for extra napkins for the chicken wings. It took so long that we shared one napkin! By the time we got them, there was one wing left. So-four stars for food, three for service.",Lynn W.,"San Diego, CA",4.0 star rating
5/2/2014,4.0 star rating,Good place to enjoy a beautiful sunset and dinner. Their appetizer was surprisingly good. We got the braised pork belly and the butter poach scallops. You can't go wrong with pork belly. Its was super tender and had so much flavor. The scallops was amazing very sweet and fresh plus it was  poach in butter. Damn good. Ono Citrus was cook perfectly very moist so  good. My wife got the Monchong  Miso Glaze  it was ok she said. Over all it was a good last  dinner on the island. The only reason I'm giving them 4 star is that their appetizers and  drinks were good and the restaurant has a great view of the sunset. Plus our waitress Kristi is awesome.,Kevin P.,"Studio City, Los Angeles, CA",4.0 star rating
6/28/2016,4.0 star rating,"We had lunch and dinner here. Lunch was downstairs with a great view of the boardwalk and ocean.  Very similar to Hula Grill.  I had the fish tacos for lunch and the ahi for dinner.  I actually liked the fish tacos better. The ahi was served with a creamy mushroom sauce, which wasn't the best complement for ahi. The upstairs view is stunning as well. Leilani's is pricey but you are paying for a gorgeous view and great people watching. Just a fun place to eat. Save your receipt so that you can get free hula pie at Hula Grill! Our service was very good.  I would go back!",Shannon A.,"Jamestown, NC",4.0 star rating
5/5/2016,1.0 star rating,"We were a party of 5, 3 of us ordered the Ono fish catch of the day.  It was over cooked, dry & fishy tasting.  An expensive night for bad food.  Very disappointing!",Sandra S.,"La Jolla, CA",4.0 star rating
6/28/2016,5.0 star rating,"Love their fish tacos! Delicious!! We also got the Hulo Pie, it's amazing. I would definitely come again.",Inas B.,"Upland, CA",4.0 star rating
3/26/2016,4.0 star rating,In the middle of a beautiful day on the beach I was really craving a pina colada. Leilani's happened to be the closest place. It was right on the beach which I really liked. I was able to sit looking toward the beach as I sipped on my pina colada. It was nice and refreshing but not necessarily the absolute best pina colada I've had. I was helped right away though and was able to quench my thirst. The environment as a whole was very nice and it seemed like a very relaxed place to eat lunch or dinner on the beach.,Lance M.,"Salt Lake City, UT",4.0 star rating
12/24/2016,2.0 star rating,"Service was good but not spectacular. Waiter was probably sugar hyped. Kept on blabbing about the menu. Food was fairly average and not 5-star or 4- star rated. There is no island flavor at all like we expected. Just regular seasoning and no flavor. Please do not order any steak item in their menu. The worst steak I ever had. Rubbery, tough and could not be sliced by their knife. Served cold and tasteless. The mashed potato added to my disappointment. Their fish items were average but lack the local Hawaiian flavor I experienced on my trips to Hawaii. 2 stars only for this restaurant. 5 stars for the view.",Franck G.,"Las Vegas, NV",4.0 star rating
6/24/2016,2.0 star rating,"We were a party of five seated at a four person table in a sea of open large tables where they later sat parties of two.  We asked to move and after some displeasure from our waiter they moved us.

We were not contacted by our waiter for 15 minutes and didn't even see water and drinks for 20.

I ordered the highly recommended fish tacos, which I generally love.  The food arrived in fairly short order but my tuna was way over cooked and tough and chewy.  The rest of my party enjoyed their meals.

The location is great, but the customer service was quite poor.  The meals were passable and the prices were to be expected for a resort location.

I would not recommend if other options exist.",Chuck S.,"Lahaina, HI",4.0 star rating
9/21/2016,3.0 star rating,"Staff was friendly, outdoor seating was nice at night, and food was delicious.  We both ordered the fish special, I ordered ahi tuna & my bf ordered the Opa. It was seasoned perfectly, but was over sauced that it made my rice mushy.  My bf also specified he doesnt want onions,  the waitress stated there shouldn't be any onions. His dish came and she stopped by the table saying oh by the way there's only a few tiny onions in there and smiled walked away.  It wasnt worth making a big deal out of it.  Luckily they were cuz big enough to pick out.",C C.,"Monmouth County, NJ",4.0 star rating
12/22/2016,4.0 star rating,"This is a really great beachside restaurant on Kaanapali.  It's your typical Hawaiian food.  I had the superfood burger, which was shockingly good, as well as the fish tacos.  They also have a ton of really good drinks to choose from, both alcoholic and non-alcoholic.  The service was above average.  The only downside is that this place can get somewhat busy during peak times.  If you're headed to lunch, I would try to get there either before noon or after 1:00.  Dinner is also pretty busy here as well.",James W.,"San Diego, CA",4.0 star rating
5/27/2015,1.0 star rating,"Train your Hostesses on customer service etiquette!! Their bad attitude & behavior just cost you money and a decent review. Hostesses are the face of your company and reputation. 
It's just bad business. 
I really would have loved to eat at your restaurant. But your hostesses turned me away.",Cody V.,"Phoenix, AZ",4.0 star rating
5/21/2016,5.0 star rating,"Great food! Went for lunch and dinner. lei's lemonade is so good if you want an alcoholic drink! The tristan lobster tails with coconut rice, so yummy!!! Also had the ono fish tacos for lunch!",Alyssa M.,"Murrieta, CA",4.0 star rating
6/16/2016,5.0 star rating,Best ice tea I have ever had!! I ordered the Lemon Sauce Ravioli off their special menu which included a salad and dessert. Loved the atmosphere and the great view of the sunset we had during dinner!,Teresita A.,"Ventura County, CA",4.0 star rating
5/16/2016,5.0 star rating,I was 100% pleased with the experience and food here! We ate at Ruth's Chris the night before and this was actually way better. I had the opah special that had crab on top and served over a polenta with tomato purée and asparagus. It was nothing shy of delicious! My husband had the prime rib and added the Alaskan king crab legs. It was served with mashed potatoes and green beans. He was completely satisfied. There was about a 35 minute wait but we walked along the boardwalk while we waited and it made the time fly by. The restaurant also validates parking if you park in the whaler's village parking structure. I would certainly eat here again.,Holly B.,"Big Bear Lake, CA",4.0 star rating
