Date,Rating,Review,Name,Location,Rating_v1
7/22/2015,5.0 star rating,We went to celebrate my 40 birthday .We had great time and the food was so good by the way .I ordered salmon with a kind of risotto and it was great .Excellent location and amazing views .Worst thing was that the restroom was broken and I had to go to the hotel restroom .I will be back .,Ivan C.,"Mission Valley, San Diego, CA",3.0 star rating
5/14/2015,5.0 star rating,Ate here yesterday. Fantastic view and great service. We are staying here at Westin Resort and Spa and wanted try out the restaurant. The kale salad was fantastic. The Moscow Mule is a must.,Hakan C.,"Marina del Rey, CA",3.0 star rating
9/21/2015,5.0 star rating,"Absolute gem.  Great food, great drinks.   If you get an Oceanside table (go about an hour before sunset), it doesn't get better.  Aaron is awesome waiter!",Russ E.,"San Diego, CA",3.0 star rating
7/26/2015,5.0 star rating,"My wife and I were walking around the shops and along the beach in Ka'anapali and found Relish. They have an outside bar.  Drinks can be served in a pineapple, for a fee of course. The bartenders were very cool and the drinks they made were great. They answered all our questions and even gave us some suggestions and tips for things to do in the area. I can't rate the food because we only had drinks. Definitely worth stopping by and taking a break from shopping and walking around.",Jason J.,"Cape Carteret, NC",3.0 star rating
10/14/2015,5.0 star rating,"We were warmly greeted by the hostess and was shown to a beautiful table for 2.  Our server Aaron was very hospitable and full of character.   We started off with a bowl of hot lobster chowder and our server recommended the ribs which were great.  My girlfriend ordered a perfectly cooked ribeye. The seating was the best, so lucky to eat on the lawn on the beach.   I recommend a seat in Aaron's section when i visit Relish Oceanside again.  Hats off to the Chef &  Thank you all very much",Alfred P.,"Lahaina, HI",3.0 star rating
10/13/2015,1.0 star rating,The view was great from the restaurant and that was about it. The hostess told us it will be 30 mins for a table and as we walked through to grab a drink at the bar there were empty tables. When they called us for our table the same tables we walked past were still empty and where they sat us there were two more empty tables. As for the food I ordered the Ribeye steak it was a C+. Save your money folks not worth it.,Zoran N.,"Lahaina, HI",3.0 star rating
4/6/2016,4.0 star rating,Nice restaurant overlooking the ocean. Had a short wait even with a reservation and service was somewhat slow. Had the blue crab crusted mahi mahi which was delicious.,Elizabeth G.,"Elkhorn, NE",3.0 star rating
11/8/2015,3.0 star rating,"Very good ribeye. Perfect view of ocean and even after dark the tiki torches give enough light so that you can see the waves crashing in front of you.  They really rushed us out after closing. They asked what we wanted for dessert while we were all eating or steaks and the desert arrived before we were done eating or meal. We arrived at 9, they close at 10pm and by 10:15 the busboys hovering over us and when we asked, ""do your want us to leave?"" He said ""yes, we closed 15 minutes ago.""  I feel they should be committed to giving full service to anyone they let through the door.  An hour and 15 minutes did not seem to us to be overstaying considering we had a cocktail, a bottle of wine and dessert.",Tom J.,"Washington, DC",3.0 star rating
12/25/2015,4.0 star rating,Trish behind the bar is top notch at service. The food is pretty good. Stay away from the specials and focus on the mainstays from the menu.,Scott C.,"Dallas, TX",3.0 star rating
10/28/2015,1.0 star rating,"Our family got together in Maui and stayed at the Westin.  We flew in from California and Japan, so it was definitely a special occasion.  Doubly so because it was a 10 year and 44 year wedding anniversary.   We made reservations for 12 on Oct 26, a Sunday night.  The restaurant didn't seem overly busy, though they were having some type of party towards the back of the restaurant by the bar. 

 I hate giving bad reviews cause I come from the restaurant biz, so know sometimes things are out of the staff's control, but this case goes above and beyond.  And so, here's a 1-star and the reasons why:

1)  One of us made sure to tell the host, manager, and waiter that it was a special occasion celebration and that when dessert was brought to hopefully make some type of special point of it:  'a happy anniversary' note on the cake, some lights, a candle, a celebratory 'congrats!'... anything.  they were ensured that yes, they could do it.   when dessert was brought, nothing was said, dessert was just placed on table.  nothing special.  waiter had to be flagged down, and the only answer was, 'oh we can't do anything special'.... really?!  after your manager and you both just said yes, you'll take care of it? 
2)  After ordering our food, we told the waiter to bring everything all at once without waiting.  we had a few infants and toddlers at the table and couldn't take a drawn out meal.  An entire hour later our entrees arrive.  
3)  I ordered some chicken and spoonbread dish, when it's brought out, I get a bowl of mashed potato.. no explanation, no reason.  again, have to flag down the waiter/server who says, 'oh we ran out of spoonbread, so we're giving mash instead'.  This couldn't have been mentioned sooner, maybe before I ordered it?   Or if it ran out in the interim, how about come out and check if the replacement is OK -- OR, at least say something when you drop it in front of me on the table.    3 service fails in just a single course.  
4)  Food wise, mine was horrible and not simply because I got mash instead of spoonbread.  The chicken was completely overcooked and dry.  the sides were flavorless and underwhelming.  Other people seemed OK with what they ordered, though no one was blown away.  And at the price point this restaurant wants to charge, I think OK does not cut it.  

The one pro I can probably point to is the location on the beach, but then again, there's so many other restaurants along the beach here so why bother w/ this horrible spot. 


Horrendous staff and service.  What was supposed to be a special occasion just turned out to be a dinner, and a horrible one at that.  Service that claims one thing, then completely ignores and does another.   How a top tier resort like Westin can allow service to be this horrible is beyond me.   Barely passable food.  If you're absolutely forced to eat at Westin you might have better luck at the Relish Bistro ( the bar portion ) across the way.   Or better yet, walk a few minutes out of the resort and you'll stumble across a bunch of other places that I'm sure blows this out of the water.

Relish Oceanside:  Horrible service.  Mediocre food.  Skip it.",david t.,"Mountain View, CA",3.0 star rating
6/21/2015,2.0 star rating,"The food was absolutely delicious and the view spectacular. With that said the service was horrible. We ordered our entrees and dessert at the same time, and didn't receive our food for a long time. Our drinks were never refilled, and we ended up cancelling our desert order and asking for the check because we were waiting with dirty plates for 20 mins for the desert. Then after we were given the check they never came by to take it, which was a problem because we were paying with a card. After waiting at least 10 mins I walked up to the desk with my check and asked them to pay for it now because we wanted to leave. After paying we left, and I would bet it took them another 20 mins to realize we were gone. Never saw our waitress, could have easily dined and ditched because NOBODY was paying attention to us. The terrible service took away from what could have been a very nice night because the food really was good and the sunset view was nice, but I was just too annoyed with the service to have a good time.",Jazzy G.,"Roseville, CA",3.0 star rating
11/4/2015,1.0 star rating,"The famous blue crab and macadamia nut crushed mahi mahi was disgusting. The blue crab was a cream mutilated mush on top of the fish. My husband ordered the Korean BBQ ribs that we're also awful, he didn't finish his plate. So not worth the $70 bill with water for drinks! Service was mediocre for a high end restaurant.",Melanie M.,"Lahaina, HI",3.0 star rating
10/28/2015,5.0 star rating,"This is a relaxing ocean front restaurant on the boardwalk in Ka'anapali. It's part of the Westin hotel chain. They have a great list of tropical drinks; try those made with the island's vodka. Meals range from island enhanced pasta to steak to outstanding fish entrees. Try the edamame appetizer. Awesome. And, ask for Lorain, as your server. She's the best!! Great service and great attitude!",Tosh N.,"Los Angeles, CA",3.0 star rating
9/6/2015,2.0 star rating,Service was horrible. I am surprised the Westin allows its brand to be associated with the restaurant.,Steven S.,"Riverside, CA",3.0 star rating
7/24/2015,1.0 star rating,"I think having the option of zero stars should be possible. We came for breakfast. We sat forever waiting for a menu. Then forever to order. The longest and hardest was waiting for the food, which was incomplete and cold.  So we waited again for the rest of our food. At some point our wait staff gave up on us. An hour and 45 minutes for breakfast. On positive note the view is wonderful.",K G.,"Maricopa, AZ",3.0 star rating
3/26/2015,2.0 star rating,The atmosphere clearly steals the show at this oceanside restaurant. That is a good thing in light of the mediocre breakfast buffet and lesser service. Most appalling was the automatic service charge of 20% for our party of 6. We will not be back any time soon.,Cybernaut C.,"Vancouver, Canada",3.0 star rating
9/17/2015,2.0 star rating,"Stay away from this place!!! I have never write a review before. This is a very late post. This happen on Aug. 14, 2015. But I feel I have to get this out of my chest. Two star for the bartenders. This review is mainly about the management and hostess. We didn't get to eat 'cuz we waited for 45minutes and received no service at all! Had reservation @715pm. Got there at 7:00pm. Was told by a manager(male, short, w/ accent) I think his name is Stefano to wait in the bar 'cuz table not ready. So, after waiting in the bar for 45mins. I approached the manger and told him we are still waiting for our table. He looked confused and said ""I thought you're gonna be dining in the bar""! Then told the hostess to us in the table. So after seating at the table for 20mins, I approach him again saying we haven't got any service yet. So he told the hostess to get our waiter. So, waited for another 25mins. and no waiter available! So just got up and left. Upon leaving, told the two manager(tall skinny blonde female and Stefano) that we're leaving 'cuz we didn't get any service. And all they said was ""oh sorry"". Very bad management!!!!",Patty K.,"Lahaina, HI",3.0 star rating
7/20/2015,2.0 star rating,"Our last night on Maui and we decided to try Relish Oceanside before we left.  We arrived around 6:30 pm on a Monday night with no reservation and were seated with a beautiful view of the ocean immediately.  Our water was served soon after we sat down but we didn't see our waitress for close to 15 minutes after being seated.  She stopped by the table and told us that she would ""give us time to settle in, and then be back to take our drink orders.""  As if the 15 minutes of settling in wasn't enough to decide what drink we wanted.  A good 45 minutes after being seated our appetizers were served at the same time as our meals; well, three of our meals...the fourth meal wasn't served.  We ate the appetizers and tried to wait for the 4th meal to be delivered but after 15 minutes we started to eat.  35 minutes after the first 3 meals were served and 2 complaints later, our daughter's Crispy Chicken dinner was served.  A manager stopped by and apologized and said that it was our waitress's very first night.  He gave my husband a Mai Thai on the house and then also comped our daughter's dinner.  The meal ended up taking 2+ hours due to the service.  In the over two hours we were there, our waitress never stopped back by to ask if we wanted any more drinks and our water wasn't refilled until after we had completely finished our meals.",kris a.,"Carmel-by-the-Sea, CA",3.0 star rating
