Date,Rating,Review,Name,Location,Rating_v1
1/11/2017,4.0 star rating,Ahi poke was delicious. Cajun white fish was good. Crusted Ahi tuna was delicious. Try to sit next to the water and get reservations.,Lisa L.,"Naperville, IL",4.0 star rating
3/5/2016,5.0 star rating,Gorgeous views of sunset and the service and food was spot on. The skinny rita was unique with a kick of pepper. The pog mojito hit the spot. We had three different fish dishes and all were delicious. But the best was their mud pie!  Yum!,K F.,"Kahului, HI",4.0 star rating
5/11/2016,5.0 star rating,"Lovely scenery right next to the water!  I had ordered the fish and chips, he had the fish tacos.  OMGosh! The fish and chips were the best! Perfectly seasoned and tender!  Just blotted the oil off and it was good to go.  Fish tacos were delicious and plentiful.  We left with full happy bellies.  Roll me out!  

TIPS for visiting Front Street:  Park down the street in the pre-paid parking lot! Yes you have to pay but it's cheap and not as full as the other ""free"" parking lot with time limitations.",Laura T.,"San Jose, CA",4.0 star rating
5/31/2017,1.0 star rating,"We settled for this resturant after walking around for a couple hours. To be perfectly honest, I wouldve been a lot happier with FOOD and SERVICE from a fast food chain. They sat us down quickly which was great since we were all starving. It took awhile before someone actually came over to take our drink order. We all ordered alcoholic drinks. One of my friends renewed her ID the week we left for Maui. They denied giving her a drink because the manager said she should have gotten it by now. Now I dont know how the manager could possibly know that she should have gotten it by now when it had only been a few days ago. But whatever we just let it go. The food took awhile before it got to our table and the presentation of the food was not the great. It kind of looked like left overs on a plate. My boyfriend ordered ""da hawaiian plate,"" which is not even a little close to a real hawaiian plate. I mean teriyaki chicken and ribs on a hawaiian plate? And it was $16 for two little pieces of chicekn and 4 ribs? Yeah not worth it at all. Throughout our whole time there, our waitress came around about twice besides taking our order. But she managed to check on other tables? Maybe it was the color of our skin, because majority of the customers were predominantly white. The vide in here was also so off putting, we all noticed that (caucasian)people, customers and staff, would be staring at us for no reason. It was a really uncomfortable enviornment.",Brianne B.,"Ewa Beach, HI",4.0 star rating
7/24/2015,5.0 star rating,"When I go here my love and I always enjoy their food. Yes it is pricey but the food is delicious. 

Sitting in front of the ocean is nothing less than romantic.

I got the fish they say it's the most popular one and it was cooked to perfection along with the rice having great flavor.

My other half had the prime rib and it was really good as well.

Sashimi was fresh and it's a great starter.

Didn't have the hula pie for dessert, but I've had it before and it's great. Trust me",Tif-funny T.,"San Bernardino, CA",4.0 star rating
11/3/2015,5.0 star rating,"My husband & I ordered 2 appetizers, the pork lettuce wraps were fabulous, could have made a meal out of this one & the macadamia nut calamari which was good, different but nothing spectacular. We decided to split a main dish and ordered the marlin with the coconut & pineapple  salsa...best meal we've had in Maui hands down. Oh, and the bread basket had a variety of fresh baked breads to die for. We didn't have room for dessert, but no worries, save your receipt & next time you get a free One....LOVE this place definitely coming back

So came back for lunch 2 days later & had the fish sandwich (sword fish) again simply fabulous but more importantly, I got the free Hula Pie...ugh so big, definitely should share, but had to be the highlight to dessert while in Maui. Delicious!!!gotta go here while at the island.",Regina S.,"Keller, TX",4.0 star rating
5/29/2017,4.0 star rating,Awesome location and view.  Mahi Mahi Kimo's Style (garlic and basil) was some of the best fish I've had!  Original Mai Tai is good.  Jeff was a very attentive server.,Ryan S.,"Windsor, CO",4.0 star rating
9/19/2015,4.0 star rating,"Kimos for a late to early happy hour dinner was great, I had the Steak and Wedge Salad, steak was cooked to perfection, perfectly seasoned and the Salad was Krisp and fresh. My wife had the Local Ahi Tacos and thought they were so awesome. Hula Pie for Desert was the Bomb.",Frank N.,"San Diego, CA",4.0 star rating
5/16/2017,4.0 star rating,Great bar area right on the water.  Great for a meal with a view!  I had the tuna sashimi which was really fresh.  Service was excellent.,Neil Y.,"Phoenix, AZ",4.0 star rating
5/15/2016,3.0 star rating,"Based on the Yelp rating I expected a lot more.

Beautiful location and views of the water.

All the staff were friendly and attentive.

I had the teriyaki sirloin and the meat was only so-so. Veggie side was a throw-away. Drink was okay with not much alcohol.",Dirk G.,"Newbury Park, CA",4.0 star rating
7/22/2016,5.0 star rating,"The bone-in prime rib is unreal, you have to see it to believe it.  The picture is blurry because we were laughing so hard when they placed it on our table.  My husband and his friend agreed that it was the best prime rib they have ever had.",Julia W.,"El Cajon, CA",4.0 star rating
5/27/2017,5.0 star rating,"Fabulous! Lahaina Lemonade makes happy hour happier...as if the view from the oceanside deck wasn't enough. Dinner on the upstairs balcony provides a beautiful view of the sunsetting into the ocean. The service is superb. The food...best flavor of any on the island (even some of the other long time places). The Shrimp Pappardelle, Kushiyaki, Hula Pie, and Lava Flow were divine!!!! When in Maui visit Kimo's!!",Erin R.,"Tucson, AZ",4.0 star rating
6/28/2015,3.0 star rating,"Kind of your typical American steakhouse/seafood joint. Nice views of the harbor, but a bit overpriced & kitchy. 

My Seared ahi salad was pretty cabbagey and weak, but my buddy's fish tacos looked pretty good, and he said the ribs were fantastic.",I R.,"Wailuku, HI",4.0 star rating
11/29/2016,5.0 star rating,We had thanksgiving dinner here. It was so good. The restaurant is over looking the water. We are definitely coming back here next time.,PJ M.,"Burlingame, CA",4.0 star rating
1/17/2017,2.0 star rating,Sunset here is overrated.  Not worth the inflated food prices. Food is good but not creative.,Claire T.,"Denver, CO",4.0 star rating
8/27/2016,5.0 star rating,"Servers were friendly and knowledgeable about the food and drinks. The bread, appetizers and fish we received were all exceptional. Lastly, I definitely recommend getting their ice-cream pie dessert thing that you will see everyone else around you ordering. Great place for dinner, glad we tried it out.",April C.,"Fremont, CA",4.0 star rating
11/27/2016,3.0 star rating,We tried this and my fish tacos were bland. Some people might like them but for me just not enough flavor. That being said the waitress was nice. If we go back I will try something different.,Kristin Z.,"Brooksville, FL",4.0 star rating
11/26/2016,5.0 star rating,"Birthday dinner for our daughter in law to be. Kami's style fish and Hula pie, good stuff and great service. Beautiful sunset seats at 5:30",Rick V.,"Otis Orchards, WA",4.0 star rating
3/31/2016,5.0 star rating,"First of all, the view is amazing! Right on the water and if you go at sunset, you'll be treated to the Good Lord showing off;)
The food is tasty and the drinks are delish and refreshing. It gets very busy and there will be a wait for your food.. So don't be in a hurry( it's Maui, baby! No worries and no hurries;)",Jess L.,"Corona, CA",4.0 star rating
8/25/2016,3.0 star rating,My wife and I tried Kimo's on our first trip to Maui and it was ok. The service was good the view was nice but the food food was way overpriced for what you got. Will not go back.,Greg L.,"Chino Hills, CA",4.0 star rating
5/21/2017,5.0 star rating,Excellent view of the water and great service. The steak was super salty but the waitress replaced it with another item for free. All the other items for our party of 6 was great.,Y W.,"Bothell, WA",4.0 star rating
1/6/2017,5.0 star rating,"Enjoyed new years eve here. The service, food and atmosphere were perfect! Somewhat pricey, but worth it for a special occasion. Appropriate for children. My daughter loved the fish from the kids menu and fancy umbrella drink.",Kathleen P.,"Bonney Lake, WA",4.0 star rating
7/26/2014,3.0 star rating,"This was my second time enjoying Kimo's, once before for dinner and this time for lunch. I must admit, dinner had an overall better dish as I remember but both times had an amazing view. 

Started off with some seared ahi, coconut shrimp and ribs. You're always going to get a good meal here, key word, good. If your looking for good food and a great location, go no further, this is it. Lunch menu and dinner menu is different so keep that in mind. For my entree, I went with my gut and proceeded the fresh fish of the day.

Lahaina, boats, Lanai and the sunset (if applicable) are all apart of the view you'll experience! Try it out with a nice island drink!",Alana B.,"Phoenix, AZ",4.0 star rating
5/18/2017,2.0 star rating,"First day in Maui and made ate at Kimo's.....what a Huge disappointment...they tell every table they have the best Mai tais; sent both back they were awful, then dinner ...fresh fish does not smell well the Maui stunk and it was served completely undercooked and was like rubber and couldn't cut it with  knife....I could go on and on but I won't...I just wouldn't recommend ever eating here...what a bummer",L C.,"Los Alamitos, CA",4.0 star rating
5/5/2017,2.0 star rating,"I was really expecting something more.  We visited during a storm and were seated where we got wet when the wind picked up.  Our waiter seemed disinterested with us and was not attentive at all. Empty drinks, not checking in on us, etc.  The coconut shrimp were amazing, the avocado ahi was very bland and lacked flavor, and the chowder was more like a pot pie with all of the fillings that were inside (not seafood).  There were also several grains of sand in the chowder.  Unfortunately we will not be visiting again.",Josh P.,"Pleasanton, CA",4.0 star rating
10/8/2016,5.0 star rating,Always our first stop in Maui... Unless Leoda's is... Then it's second... Lol. It's a tradition that's worth observing. The inaugural Mai Tai kicks off each trip just right.,G A.,"Encinitas, CA",4.0 star rating
3/18/2016,5.0 star rating,"Stopped by here after a day walking around front street. They had happy hour so we ordered a few apps; the mac nut crusted calamari, Kalua pork cheese fries, cocktail shrimp and the coconut fish entree. The calamari was tender and pretty good, cocktail shrimp was so fresh and tender, the Kalua fries were amazing I loved the different textures and flavors. The coconut fish was spot on and the fish was just so moist and fresh. One of the best dishes I had on Maui.",Joyce L.,"Brooklyn, NY",4.0 star rating
6/19/2015,4.0 star rating,"GREAT DINING EXPERIENCE :) The original/flagship restaurant for Duke's/Leilani's/etc. 

Right on the water at Front Street, live music, sunsets :) Just a really great place with exceptional service! Absolutely a great experience overall. I would definitely recommend the calamari and the prime rib! 

**This review is for the restaurant. Sat in the ocean deck area last time and the menu was limited and I didn't think the service was that great. Also, waited almost an hour for our food. Wouldn't waste time there unless you're going for a sit down meal, in which case you'll have the best experience!",Elise K.,"Tempe, AZ",4.0 star rating
7/2/2016,4.0 star rating,"One of my favorite places on Maui. They have fantastic drinks, an amazing view, and great food with a selection of American dishes. The bar even has a great view of the ocean too. This is a wonderful place to take someone special for a romantic sunset steak dinner, or drinks with friends, or even the whole family. Lei necklaces are sometimes sold to purchase during dinner. Worth the stop.
Bought the tee shirt.",Heather M.,"Philomath, OR",4.0 star rating
7/22/2015,5.0 star rating,"We came here today after our excursion specifically for the Hula Pie! 
We started out with the coconut shrimp appetizer~really really good.

They have 2 varieties of hula pie, the original and the Chef's special...we decided on the original and it was phenomenal! The piece was big so thankfully we shared!",Sue J.,"San Jose, CA",4.0 star rating
5/4/2017,4.0 star rating,"After walking along front street in the beautiful Maui heat, it's time for lunch. Kimo's has a gorgeous view of the turquoise water, a great staff and excellent food. I got the Seared Ahi Salad and it was amazing! I highly recommend this spot! Our waitress was a doll and recommended us to some great beer and entrees!",E C.,"Santa Cruz, CA",4.0 star rating
12/4/2016,5.0 star rating,Celebrated our anniversary here with a reservation.  I had the Parmesan Crusted seasonal fish with a wine/capers/cream sauce that was delectable.  Veggies and rice it came with were also good.  My girlfriend had the tofu zucchini and squash dish that came with a coconut sauce slightly too sweet for our tastes.  The food is pricey but you're paying for the oceanside view as well as the food.  The service was attentive and prompt.  Drinks may be order not just with waiters but also with servers throughout the place.,Colin O.,"Enfield, CT",4.0 star rating
7/13/2015,5.0 star rating,"What a great dining setting!  Our server Hailey and her sister made our visit very enjoyable. The fish dinners we ordered were perfect and my daughter enjoyed the filet mignon she ordered.   We wrapped up our special Maui meal with the famous Hula Pie!

We will return!",Richard A.,"Placerville, CA",4.0 star rating
8/13/2016,1.0 star rating,Had a reservation and was seated but waited for 20 min with out a server and no one came to take our order. Signal a couple of people but no one came. Shitty customers service. Would give no star if possible.,Long B.,"San Francisco, CA",4.0 star rating
11/5/2016,5.0 star rating,"Always good ambiance, great Mai Tais, perfect waterfront location with sunset.  Been going there for years. Always a decent meal and in Maui - a decent price.  Be sure to get Hula Pie but be sure to split it",Kathy B.,"Visalia, CA",4.0 star rating
4/24/2014,5.0 star rating,"While working on Maui yesterday, I found myself in the Lahaina area. My day went pretty smoothly, as everything fell into place.......don't you just love days like that????

Well anyways, it was time to ""grab a grub, grub!"", and Kimo's was the place of choice yesterday.

What can I say about this place???? Well, TOURIST place for sure, but Kimo's has been around for ages, so how can you go wrong with that? 

Upon getting seated right away, the friendly waitress took my order quickly. I wanted something light that day, so I ended up ordering the ""Seared Ahi Salad"" and an Ice Tea (no booze, some people have to work ya know! Lol!).

What can I say about the grub........the Ahi was all so fresh! The salad was really interesting........it had shredded greens, crisp local vegetables, roasted peanuts, & I think soy beans, with a ginger-rice wine vinaigrette dressing. Tasted pretty good, and it hit me in the right spot, as it was not too heavy.

Don't want to eat too much when I'm not well rested, otherwise I gonna get a Kanak Attack!
In fact when I was a young boy, I once almost drove into a ditch on the Big Island in the Pahoa area because of the Kanak Attach! Lol!!! Driving by braille is no fun my friends!

But the highlight of this meal was the all so beautiful scenery!!!! This restaurant is ocean front, so the view  is spectacular!

Overall, I'd give my meal a solid ""4"", but the fast & friendly service, with the spectacular view.........I had to bump it up a notch to a ""5""! If you're ever in the Lahaina area........check 'em out gang!!!",Fran C.,"Honolulu, HI",4.0 star rating
1/16/2016,3.0 star rating,"We heard such amazing things about Kimo's and were really disappointed when we left. 
The service was good but the food is really mediocre. 
We started with the bleu cheese and bacon Wedge. They split it on two plates for us which was awesome but it was just an overdressed head of lettuce. And the bacon. I was afraid I was going to chip my teeth. We couldn't bite through it. It was like biting on a rock. 
My boyfriend had the teriyaki sirloin; which wasn't bad but the vegetables were borderline undercooked and the mashed potatoes tasted like they were sitting around waiting to be put on a plate. I had the Panko and Parmesan crusted Ono. It was pretty chewy and I think there was too much breading. My potatoes tasted just like by boyfriends and so did my vegetables. We went for ginger ale and it didn't taste anything like ginger ale. It was really sweet and bland. 
We probably won't be back.",B D.,"Napa, CA",4.0 star rating
4/19/2017,5.0 star rating,Amazing location on the water...excellent food and really friendly service.  Our go-to place for lunch in Lahaina!  I can't wait to come back next year!,Jen M.,"Vancouver, Canada",4.0 star rating
11/26/2016,5.0 star rating,Beautiful setting...amazing food....great service.  One of my favorite places in Lahaina.,Christina B.,"Valley Center, CA",4.0 star rating
5/9/2015,5.0 star rating,I love this restaurant! They make the best Mahi Mahi with basil and garlic sauces. It's a must have when you're here in Maui! The view is amazing as well. Right on the water in the heart of Lahina. My husband had the chicken and ribs and he said it was great. Service was good as well.  All in all I recommend this place!,Alize R.,"Sunnyvale, CA",4.0 star rating
5/25/2015,4.0 star rating,I came to Kimo's just for their happy hour.  Got there around 5pm and was able to grab a seat overlooking the water.  Their happy hour drink specials are awesome!  Their regular drinks are also yummy and strong enough.  The waitress was filled with aloha and very attentive!  Overall it's a great atmosphere and a perfect place to grab a drink!,Stacy S.,"Orange County, CA",4.0 star rating
10/29/2016,5.0 star rating,"Great location, friendly server and most delicious fish i have ever had!! Strongly recommend this restaurant!!",Olenka Z.,"Boston, MA",4.0 star rating
5/1/2015,5.0 star rating,"Absolutely hands down the best meal I've had on the island. 

My husband and I are on our honeymoon and came here off of a handful of recommendations from people who frequent Maui and who used to live here. We were seated up on the 2nd floor deck with the most gorgeous view of the sunset. We we were so happy we made a reservation because these seats fill up quickly. Our waitress Amy was such a delight. Extremely knowledgeable not only of each dish and how it's prepared, but more importantly WHY each ingredient was used. It was insightful and enjoyable listening to her up sale when I usually nod off 2 seconds into such recited spiels. 

We started off with the Smoked Fish bruschetta. The crostini was the perfect blend of crunchy on the outside and soft in the middle. The horseradish cream, capers and red pepper drizzles were so unique. A must try! 

My husband ordered the Teriyaki Sirloin ($26.95) and opted for the Lobster tail addition ($17) making it a quintessential surf and turf. Served with mashed potatoes and steamed vegetables (green beans and carrots). He's very picky with meat and had nothing but raving reviews. I chose the chef recommended fish with a Coconut crusted preparation ($28.95). This was a pleasant surprise as I am not a huge fan of coconut. The fish was lightly breaded with Panko and coconut flakes topped with a fresh pineapple salsa and a Thai peanut dipping sauce, served on a bed of basmati rice with steamed veggies. I could have taken a bath in that sauce, it was that good. 

The atmosphere, food and service are more than deserving of five stars in our book. So much so that we made a reservation on our way out for the last night of our trip!! 

Give it a try! You won't be disappointed.",Angelique C.,"Jackson, WY",4.0 star rating
10/26/2016,5.0 star rating,We went here after reading the Yelp reviews and they didn't disappoint. The food and service were both great. I had a Thai fish and it was the best meal I had in Maui. There were 4 in our group and no one left a crumb behind. The hula pie was delicious as well.,Saxon B.,"Round Lake, IL",4.0 star rating
9/21/2016,3.0 star rating,"Nothing special.  With so many reviews and at a overall 4 star rating, I was expecting Great.  Our server was not at all enthusiastic.  In fact, I don't think he smiled once.  He was an older man, but still.  A server is a server, and is expected to treat their guests in a friendly manner.  With plates as high is $49, I expected a lot more.  The Rosemary chicken was ok.  Not worth the $27.50.",Andrew D.,"Arcadia, CA",4.0 star rating
11/18/2016,5.0 star rating,"I went to Kimos with my husband for lunch and had one of the best meals on Maui. We had the vegetable dip to start, fish tacos for our meal and finished with the hula pie. It was all delicious! Portions were a good size. You definitely have to split the hula pie, it's huge. The service was great and the view is incredible.",Kay D.,"Boston, MA",4.0 star rating
7/21/2016,2.0 star rating,Prices are high.  Wait time sucks.  Food is chemically soft.  I had the $35 fillet mignon and it came with inedible crap.  The meat was not so good like they soaked it in diesel all night long to create an artificial tenderness.  Conner fingers sucked.  Why not include a regular salad and baked potatoe?  I'm guessing they're out of business in a decade because tourists are stupid.,Mark B.,"Molalla, OR",4.0 star rating
8/16/2015,5.0 star rating,"Went to Kimos to celebrate my sons 11th bday!! 
First, making reservations are a must if you want to ensure that you have prime seating for a sunset dinner.
Kimos is located in Lahaina in the middle of all the bustling energy.
favorite dish here is the kuloa ribs- 
The meat is tender and seasoning amazing!
We also ordered the chicken dish which was also delicious and plenty.
But most importantly the star of the night is, Ronnie our waiter who never skipped a beat, to making sure our drinks were filled ,
down to surprising my son with a birthday hula pie  & serenade 

Thank you kimos & Ronnie for adding a special touch to our trip!!!!",Cat R.,"Ontario, CA",4.0 star rating
8/2/2016,1.0 star rating,The service was rude. They served carrot muffin with the bread basket. Fish was extremely expensive and accompanied with cheese.... Not to say that this beachfront restaurant had carpets all around. Unrecommended.,Francesca R.,"Kihei, HI",4.0 star rating
12/13/2016,2.0 star rating,"Great location, staff needs a refresher course in customer service or service period IMHO!! bartender was pretty good, menu has evolved a little over the years for better or worse... It's always been a favorite of mine until this last visit. I guess everyone can have a bad day now and then but almost all of the waitresses woke up on the wrong side of the bed that day  which is really a shame considering what their work environment is on the water Maui. Overall still a fun spot. But they need to call staff meeting sooner than later.",Tom A.,"Stockton, CA",4.0 star rating
12/13/2016,4.0 star rating,I give it 4 stars just for the location location location. I could literally look over the rail and see exotic fish! I think I waited 10 minutes for a cup of warm coffee. But after we got rolling we had a great time and you absolutely have to have their famous Hula pie or you have not lived.,S K B.,"Vacaville, CA",4.0 star rating
4/15/2015,5.0 star rating,"When we go we like to sit at the bar (great oceanview)! 

The veggie dip is so good, sometimes we go there just for that!
They have Maui Brewing Coconut Porter on tap, which is always a plus!
I hear their Hula Pie is to die for...

The service is outstanding every time we go =)",Brittney B.,"Lahaina, HI",4.0 star rating
9/17/2016,5.0 star rating,"Had dinner here the first night our cruise landed! Kimo's was recommended by our excursion driver and it did not disappoint. We enjoyed Maui local beer and whisky gingers seaside while a table became available. The bar service was a excellent and we enjoyed a delicious ahi avocado poke role. I don't like raw fish usually but devoured this. Dinner service was a little slow but the waiter did comp our dessert which was very nice. I had filet mingon and lobster and my husband had the coconut crusted. All was good but I wish I'd just had the lobster. Steak was average but well cooked. Also wish I'd asked for the fish sides instead of the steak sides, they were quite heavy. All in all we spent about $160 so pretty expensive.",Jenni A.,"Denton, TX",4.0 star rating
4/9/2014,4.0 star rating,"I made same day reservations for dinner and requested a table over looking the water. I wasn't sure if it could be done since it was a Friday night and Kimo's has been busy each time I walked by it prior. 

Our party of 6 showed up promptly and I checked in with the hostess. She let us to the upstairs area where we waited a few minutes until the table was ready. We had one of the best tables over looking the water. It was jaw dropping beautiful an hour before sunset. 

Our waitresses (one for food and the other was taking care of the drinks) introduced themselves, let us know the specials and took our orders. I ordered the rosemary roasted chicken with macadamia nut stuffing ($24) and a Cosmo. 

The table was given white bread rolls and carrot muffins. The rolls weren't anything special but the muffins were warm, sweet and light. I could have taken a couple to have for breakfast the next day. The rosemary chicken was a huge portion, half a chicken cooked perfectly. The stuffing was good but a bit on the salty side. It also came with fresh veggies that were cooked and had a nice crunch and seasoning. Everyone was too stuffed for dessert. The pies did look amazing. 

Service was attentive. Prices are great for the portion and quality given. The restaurant is very large with a full bar downstairs. I recommend reservations since it is popular.",Amber S.,Bay Area,4.0 star rating
6/5/2015,4.0 star rating,"If you are roaming Front Street and looking for a good lunch/dinner restaurant, Kimo's is a great choice. It offers a breathtaking view with lots of outdoor seating on the patio. Plentiful surf & turf options. 

To get started, they'll serve you a bread basket with mini carrot muffins and crunchy, soft bread rolls. The whipped butter served on the side is absolutely perfect paired with both. 
We got the steamed clams as a starter and the marinated tofu and sirloin steak with lobster tail and coconut shrimp as add-ons ($17 for the lobster, $10 for the shrimp), as well as a side of vegetable hash. Overall, the food was well-cooked and delicious; portions were just enough.
Don't forget to snag a coupon online for a free Hula Pie (which is basically your classic Mud Pie). Conquer it with the sporks they give you. Honestly, it was just ""meh"" for me; it was really just oo much - but it came at no additional cost, so I won't complain. 

A bit pricey, but ultimately worth it for the quick, friendly service and fantastic view.",Olivia C.,"Los Angeles, CA",4.0 star rating
6/21/2014,3.0 star rating,"Location: A++

Atmosphere:  Elegant yet casual 

Service: Good

Overall a good restaurant that my kids and I enjoyed.  Get a waterside table for the best views.  The occasional ocean mist is also refreshing on hot days.  The kids also liked watching the crabs on the wall.",Chris S.,"Paradise Valley, AZ",4.0 star rating
10/1/2016,4.0 star rating,Pretty good but over priced. This should really be a $$$ place. We just did drinks and appetizers since the entrees were about $30-40 each. It's nice sitting by the water and they do have live music,Alison T.,"Burlingame, CA",4.0 star rating
4/26/2015,3.0 star rating,"Still an incredible view with reasonably friendly service but believe the food quality is not worthy of the hefty dinner prices.

Baked Kimo's Style Mahi Mahi (4 stars, $29.95) - roasted with a garlic, lemon and sweet basil glaze - surprisingly delicious and moist for a baked fish dish. I'd do this again.  

Seafood Cioppino (2.5 stars, $27.95) - SPICY as heck. So spicy that it took away any enjoyment of the fresh seafood in the dish. Now the waitress did warn me that it was spicy (and I can handle spicy), but this dish was way overly spicy.

Bottom line: Not a ""wow"" eating experience this time to match the atmosphere as in the past. Will try again next time for lunch and stick with fish tacos and hula pie.",Jim C.,"Redwood City, CA",4.0 star rating
4/12/2017,5.0 star rating,Love love love Kimos. We have eaten here every visit to Maui and every time they delivery. Service and food were great well. We've gone for lunch and dinner. Both outstanding. Don't forget desert - Hula Pie a MUST! No matter how full you are!,Kathy L.,"Granite Bay, CA",4.0 star rating
10/22/2015,5.0 star rating,"We made reservations through OpenTable and thoroughly enjoyed this charming restaurant for our anniversary trip to Maui. The server was very friendly & attentive and the food was amazing. 

Tip: when requesting a table ask for the second floor-we weren't able to get there but we heard the few is even more amazing.

Also- plan the reservation around the time of sunset for a spectacular view of colors. We booked 30 minutes prior to sunset for a perfect evening.

And...THE HULU PIE IS AMAZING!",Matt J.,"Florissant, MO",4.0 star rating
12/9/2016,3.0 star rating,"I had ""Da Hawaiian"", which is a burger with a slice of pineapple. My wife had a mixed plate with ribs and chicken. Mine was OK, hers was very good, with diet coke and and ice tea it came to $40 something which is ridiculous. Service was fine, view nice. Try the Mixed Plate instead.",Per S.,"Portland, OR",4.0 star rating
12/8/2016,5.0 star rating,"I had an excellent experience in Kimo's the other night! It started with the most pleasant waitress I have had in quite a while. Her name was Pam, she was constantly smiling, amazingly attentive, and fantastic with her recommendations. We had the filet mignon, and the red snapper, both prepared perfectly, and gorgeously presented. From there it was the Hula Pie, also very good. The view was beautiful from the 2nd deck. I would highly recommend Kimo's to anyone traveling to the Lahaina area of Maui. Could not have asked for a better experience",Bob B.,"Los Gatos, CA",4.0 star rating
10/18/2016,5.0 star rating,"Crusted Ahi was to die for! Also, the Mahi Mahi with lobster on top was just as amazing!! They know how to cook their fish perfectly! Little pricey but worth it! Beautiful view of the water while eating is always a plus! Drinks were good too. Definitely will eat here again! Do yourself a favor and eat here!! Especially if your love to eat fish! So fresh, so mouth watering, beautiful presentation of food. All around just great!!",Kylee C.,"Fairfield, CA",4.0 star rating
3/4/2017,5.0 star rating,"Stunning sunset, amazing fish, locals singing a mix of pop, Hawaiian, and rock with a smooth style. Really well done. Bar tenders were cool as hell.",Khalid N.,"Fullerton, CA",4.0 star rating
8/2/2015,5.0 star rating,"Enjoyed a wonderful meal this evening. I had the Onaga. It was prepared perfectly.

The best part of the meal was our attentive server, Amy. We felt very welcome.

F",Frank O.,"Folsom, CA",4.0 star rating
12/5/2016,3.0 star rating,"Lots of good marketing for this place, but don't believe the hype. Not terrible but not gonna make u wanna come back for more. Nice view and a good place for a drink but if your looking for great food it think you'll find it mediocre at best.",Justin N.,"Richmond, TX",4.0 star rating
4/21/2017,3.0 star rating,"Well we saw the crowds outside his place and bought, oh well what the heck lets try it. So we were seated on the second floor overlooking the ocean, great view. Then we ordered two Mai Tai's and they were great. For an appetizer we ordered the Calamari and once again that was great, then we ordered the ""Famous"" Kimo fish dinner! And that's when the disappointment began, it was Mahi Mahi with a few veggies and rice pilaf. It was ok at best. The service was great out waitress was awsome, but our main entree was not good, I wouldn't recommend this place, it's expensive and the food not the best. Head down the street to PAIA Market restaurant NOW THATS GOOD! If your into the foo foo dining and great view while settling for just OK food come to Kimos!",Mo R.,"Azusa, CA",4.0 star rating
7/9/2016,5.0 star rating,"I ordered the local baked fish ""kimo"" style which was the best fish dinner I had in Maui. The chowder was very good as well. The server was very efficient and attentive. She was around when we needed her. The view was fantastic, we sat on the second floor. Overall it was a memorable experience!",Kevin S.,"Getzville, NY",4.0 star rating
9/6/2016,5.0 star rating,"We stopped at Kimo's upon our arrival to Lahaina after a long day of traveling. We were initially turned off by the menu - mostly bar food, but once we ordered we were pleasantly surprised. The ahi was super fresh, and the coconut shrimp was as well. It tasted more of shrimp than fried batter like most coconut shrimp dishes. Sitting over the ocean enjoying craft beer and tropical cocktails was the perfect welcome to Maui!",Angela B.,"San Diego, CA",4.0 star rating
7/20/2017,1.0 star rating,"I haven't sat down to dinner yet - and the food may be good - but this restaurant is guilty of one of my biggest pet peeves --- we made a reservation for a table near the water and arrived on time only to be told in a rather indifferent tone that we would have to wait beyond our reservation to get a table. I asked how long and got a clipped ""I don't know."" It's now been 45 minutes. Most good restaurants will cruise by the tables and give you some sense of whether people have just ordered or may be about to leave. And no apology. I don't mind Waiting 10 or 15 minutes and I know that sometimes things get out of their control. But having to wait more than a half hour - without any effort to give us an update - tells me the restaurant cares little about customer service.  There are a lot of great and equally busy restaurants in Lahaina so far this week we've eaten in several of them - and we were treated far better and the food was great. I'll stick to those in the future. I'm giving them one star because the food may be good - but I reserve the right to take that one back if it's not worth the wait.",Lita B.,"Lahaina, HI",4.0 star rating
9/16/2016,5.0 star rating,"Great place to eat and sit by the water. We had the ribs, poke, shrimp cocktail, and fish tacos. All were really good, especially the ribs. Hula pie for dessert was awesome!",Brandon C.,"Mendham Township, NJ",4.0 star rating
3/18/2015,5.0 star rating,"Just had a fantastic meal at Kimo's and I felt the need to immediately write this review. Our wait was a typical 30 min on a busy Tuesday so I would recommend making a reservation beforehand to avoid the wait. 
Our server, Will, was super friendly and attentive to our table with his informative menu descriptions and quick service. The food? Delicious, juicy and tender. I got the Baked Kimo Special while my husband got the Herb Crusted grilled fish and both were wonderful, we barely looked up at each other during the meal. Even the sides were great, I typically do not finish my meals but this one we both cleaned our plates. Come here if you're looking for a great meal in Maui!",Ophelia N.,"San Gabriel, CA",4.0 star rating
5/27/2016,5.0 star rating,I super love the food!!! Ordered coconut shrimp for appetizer and it was really amazing although the serving is too small i really like how it tastes. The hula pies here are to die for!!!!,Monic C.,"Lahaina, HI",4.0 star rating
3/15/2015,4.0 star rating,"Went to Kimo's for dinner while walking down Front Street doing some sightseeing. We walked up to the hostess and she directed us to the bar area for take out orders. The seating was perfect and the view was gorgeous. The bartender was friendly and helpful. 
 
I only came here for the dessert which I heard from my wife.  My wife told me that we needed to try out the Hula Pie. The Hula Pie is pretty big but was enough for me and my wife. The experience was awesome and will come back again.",Albert K.,"Bakersfield, CA",4.0 star rating
